Id	Source	Target	Developer Note	Max Length	Comment	Xliff Generator Note	NAB AL Tool Refresh Xlf	State	State Qualifier
Page 3451987683 - Action 3180006285 - Property 1295455071	View sales documents that are fully shipped but not fully invoiced.					Page Quality Manager Role Center - Action SalesOrdersComplShtNotInv - Property ToolTip	New translation.		
Page 3451987683 - Action 3180006285 - Property 2879900210	Completely Shipped Not Invoiced					Page Quality Manager Role Center - Action SalesOrdersComplShtNotInv - Property Caption	New translation.		
Page 3451987683 - Action 4222419314 - Property 1295455071	View sales documents that are shipped but not yet invoiced.					Page Quality Manager Role Center - Action SalesOrdersShptNotInv - Property ToolTip	New translation.		
Page 3451987683 - Action 4222419314 - Property 2879900210	Shipped Not Invoiced					Page Quality Manager Role Center - Action SalesOrdersShptNotInv - Property Caption	New translation.		
Page 3451987683 - Action 3061233890 - Property 1295455071	Move inventory items between company locations. With transfer orders, you ship the outbound transfer from one location and receive the inbound transfer at the other location. This allows you to manage the involved warehouse activities and provides more certainty that inventory quantities are updated correctly.					Page Quality Manager Role Center - Action Transfer Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 3061233890 - Property 2879900210	Transfer Orders					Page Quality Manager Role Center - Action Transfer Orders - Property Caption	New translation.		
Page 3451987683 - Action 1335269804 - Property 2879900210	Sales					Page Quality Manager Role Center - Action Action42 - Property Caption	New translation.		
Page 3451987683 - Action 1978809058 - Property 1295455071	Set up different discounts for items that you sell to the customer. An item discount is automatically granted on invoice lines when the specified criteria are met, such as customer, quantity, or ending date.					Page Quality Manager Role Center - Action &Line Discounts - Property ToolTip	New translation.		
Page 3451987683 - Action 1978809058 - Property 2879900210	&Line Discounts					Page Quality Manager Role Center - Action &Line Discounts - Property Caption	New translation.		
Page 3451987683 - Action 954668148 - Property 1295455071	Set up different prices for items that you sell to the customer. An item price is automatically granted on invoice lines when the specified criteria are met, such as customer, quantity, or ending date.					Page Quality Manager Role Center - Action &Prices - Property ToolTip	New translation.		
Page 3451987683 - Action 954668148 - Property 2879900210	&Prices					Page Quality Manager Role Center - Action &Prices - Property Caption	New translation.		
Page 3451987683 - Action 4201773078 - Property 2879900210	History					Page Quality Manager Role Center - Action History - Property Caption	New translation.		
Page 3451987683 - Action 1814405003 - Property 1295455071	Find entries and documents that exist for the document number and posting date on the selected document. (Formerly this action was named Navigate.)					Page Quality Manager Role Center - Action Navi&gate - Property ToolTip	New translation.		
Page 3451987683 - Action 1814405003 - Property 2879900210	Find entries...					Page Quality Manager Role Center - Action Navi&gate - Property Caption	New translation.		
Page 3451987683 - Action 2176459415 - Property 2879900210	Reports					Page Quality Manager Role Center - Action Reports - Property Caption	New translation.		
Page 3451987683 - Action 264877360 - Property 2879900210	Sales					Page Quality Manager Role Center - Action Action31 - Property Caption	New translation.		
Page 3451987683 - Action 1309467033 - Property 1295455071	View a list with the order lines whose shipment date has been exceeded. The following information is shown for the individual orders for each item: number, customer name, customer's telephone number, shipment date, order quantity and quantity on back order. The report also shows whether there are other items for the customer on back order.					Page Quality Manager Role Center - Action Inventory - Sales &Back Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 1309467033 - Property 2879900210	Inventory - Sales &Back Orders					Page Quality Manager Role Center - Action Inventory - Sales &Back Orders - Property Caption	New translation.		
Page 3451987683 - Action 3751545307 - Property 1295455071	View a list of your items and their prices, for example, to send to customers. You can create the list for specific customers, campaigns, currencies, or other criteria.					Page Quality Manager Role Center - Action Price &List - Property ToolTip	New translation.		
Page 3451987683 - Action 3751545307 - Property 2879900210	Price &List					Page Quality Manager Role Center - Action Price &List - Property Caption	New translation.		
Page 3451987683 - Action 810681621 - Property 1295455071	View amounts for sales, profit, invoice discount, and payment discount, as well as profit percentage, for each salesperson for a selected period. The report also shows the adjusted profit and adjusted profit percentage, which reflect any changes to the original costs of the items in the sales.					Page Quality Manager Role Center - Action Salesperson - Sales &Statistics - Property ToolTip	New translation.		
Page 3451987683 - Action 810681621 - Property 2879900210	Salesperson - Sales &Statistics					Page Quality Manager Role Center - Action Salesperson - Sales &Statistics - Property Caption	New translation.		
Page 3451987683 - Action 1994964448 - Property 2879900210	Customer					Page Quality Manager Role Center - Action Customer - Property Caption	New translation.		
Page 3451987683 - Action 3092092583 - Property 1295455071	View the quantity not yet shipped for each customer in three periods of 30 days each, starting from a selected date. There are also columns with orders to be shipped before and after the three periods and a column with the total order detail for each customer. The report can be used to analyze a company's expected sales volume.					Page Quality Manager Role Center - Action Customer - &Order Summary - Property ToolTip	New translation.		
Page 3451987683 - Action 3092092583 - Property 2879900210	Customer - &Order Summary					Page Quality Manager Role Center - Action Customer - &Order Summary - Property Caption	New translation.		
Page 3451987683 - Action 3179456745 - Property 1295455071	View which customers purchase the most or owe the most in a selected period. Only customers that have either purchases during the period or a balance at the end of the period will be included.					Page Quality Manager Role Center - Action Customer - &Top 10 List - Property ToolTip	New translation.		
Page 3451987683 - Action 3179456745 - Property 2879900210	Customer - &Top 10 List					Page Quality Manager Role Center - Action Customer - &Top 10 List - Property Caption	New translation.		
Page 3451987683 - Action 3209082316 - Property 1295455071	View a list of item sales for each customer during a selected time period. The report contains information on quantity, sales amount, profit, and possible discounts. It can be used, for example, to analyze a company's customer groups.					Page Quality Manager Role Center - Action Customer/&Item Sales - Property ToolTip	New translation.		
Page 3451987683 - Action 3209082316 - Property 2879900210	Customer/&Item Sales					Page Quality Manager Role Center - Action Customer/&Item Sales - Property Caption	New translation.		
Page 3451987683 - Action 2973329650 - Property 2879900210	Tasks					Page Quality Manager Role Center - Action Tasks - Property Caption	New translation.		
Page 3451987683 - Action 2015624257 - Property 1295455071	Open a sales journal where you can batch post sales transactions to G/L, bank, customer, vendor and fixed assets accounts.					Page Quality Manager Role Center - Action Sales &Journal - Property ToolTip	New translation.		
Page 3451987683 - Action 2015624257 - Property 2879900210	Sales &Journal					Page Quality Manager Role Center - Action Sales &Journal - Property Caption	New translation.		
Page 3451987683 - Action 2311124359 - Property 1295455071	Manage sales prices for individual customers, for a group of customers, for all customers, or for a campaign.					Page Quality Manager Role Center - Action Sales Price &Worksheet - Property ToolTip	New translation.		
Page 3451987683 - Action 2311124359 - Property 2879900210	Price &Worksheet					Page Quality Manager Role Center - Action Sales Price &Worksheet - Property Caption	New translation.		
Page 3451987683 - Action 3784628197 - Property 1295455071	View history for sales, shipments, and inventory.					Page Quality Manager Role Center - Action Action63 - Property ToolTip	New translation.		
Page 3451987683 - Action 3784628197 - Property 2879900210	Purchasing					Page Quality Manager Role Center - Action Action63 - Property Caption	New translation.		
Page 3451987683 - Action 1225303959 - Property 1295455071	Use blanket purchase orders as a framework for a long-term agreement between you and your vendors to buy large quantities that are to be delivered in several smaller shipments over a certain period of time. Blanket orders often cover only one item with predetermined delivery dates. The main reason for using a blanket order rather than a purchase order is that quantities entered on a blanket order do not affect item availability and thus can be used as a worksheet for monitoring, forecasting, and planning purposes.					Page Quality Manager Role Center - Action Blanket Purchase Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 1225303959 - Property 2879900210	Blanket Purchase Orders					Page Quality Manager Role Center - Action Blanket Purchase Orders - Property Caption	New translation.		
Page 3451987683 - Action 4135951594 - Property 1295455071	Opens a list of posted purchase credit memos.					Page Quality Manager Role Center - Action Posted Purchase Credit Memos - Property ToolTip	New translation.		
Page 3451987683 - Action 4135951594 - Property 2879900210	Posted Purchase Credit Memos					Page Quality Manager Role Center - Action Posted Purchase Credit Memos - Property Caption	New translation.		
Page 3451987683 - Action 407220332 - Property 1295455071	Opens a list of posted purchase invoices.					Page Quality Manager Role Center - Action Posted Purchase Invoices - Property ToolTip	New translation.		
Page 3451987683 - Action 407220332 - Property 2879900210	Posted Purchase Invoices					Page Quality Manager Role Center - Action Posted Purchase Invoices - Property Caption	New translation.		
Page 3451987683 - Action 1116965951 - Property 1295455071	Open the list of posted purchase receipts.					Page Quality Manager Role Center - Action Posted Purchase Receipts - Property ToolTip	New translation.		
Page 3451987683 - Action 1116965951 - Property 2879900210	Posted Purchase Receipts					Page Quality Manager Role Center - Action Posted Purchase Receipts - Property Caption	New translation.		
Page 3451987683 - Action 1497693469 - Property 1295455071	Opens a list of posted purchase return shipments.					Page Quality Manager Role Center - Action Posted Purchase Return Shipments - Property ToolTip	New translation.		
Page 3451987683 - Action 1497693469 - Property 2879900210	Posted Purchase Return Shipments					Page Quality Manager Role Center - Action Posted Purchase Return Shipments - Property Caption	New translation.		
Page 3451987683 - Action 291926049 - Property 1295455071	Create purchase credit memos to mirror sales credit memos that vendors send to you for incorrect or damaged items that you have paid for and then returned to the vendor. If you need more control of the purchase return process, such as warehouse documents for the physical handling, use purchase return orders, in which purchase credit memos are integrated. Purchase credit memos can be created automatically from PDF or image files from your vendors by using the Incoming Documents feature. Note: If you have not yet paid for an erroneous purchase, you can simply cancel the posted purchase invoice to automatically revert the financial transaction.					Page Quality Manager Role Center - Action Purchase Credit Memos - Property ToolTip	New translation.		
Page 3451987683 - Action 291926049 - Property 2879900210	Purchase Credit Memos					Page Quality Manager Role Center - Action Purchase Credit Memos - Property Caption	New translation.		
Page 3451987683 - Action 4037192291 - Property 1295455071	Create purchase invoices to mirror sales documents that vendors send to you. This enables you to record the cost of purchases and to track accounts payable. Posting purchase invoices dynamically updates inventory levels so that you can minimize inventory costs and provide better customer service. Purchase invoices can be created automatically from PDF or image files from your vendors by using the Incoming Documents feature.					Page Quality Manager Role Center - Action Purchase Invoices - Property ToolTip	New translation.		
Page 3451987683 - Action 4037192291 - Property 2879900210	Purchase Invoices					Page Quality Manager Role Center - Action Purchase Invoices - Property Caption	New translation.		
Page 3451987683 - Action 2882327954 - Property 1295455071	Create purchase orders to mirror sales documents that vendors send to you. This enables you to record the cost of purchases and to track accounts payable. Posting purchase orders dynamically updates inventory levels so that you can minimize inventory costs and provide better customer service. Purchase orders allow partial receipts, unlike with purchase invoices, and enable drop shipment directly from your vendor to your customer. Purchase orders can be created automatically from PDF or image files from your vendors by using the Incoming Documents feature.					Page Quality Manager Role Center - Action Purchase Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 2882327954 - Property 2879900210	Purchase Orders					Page Quality Manager Role Center - Action Purchase Orders - Property Caption	New translation.		
Page 3451987683 - Action 1819353702 - Property 1295455071	Create purchase quotes to represent your request for quotes from vendors. Quotes can be converted to purchase orders.					Page Quality Manager Role Center - Action Purchase Quotes - Property ToolTip	New translation.		
Page 3451987683 - Action 1819353702 - Property 2879900210	Purchase Quotes					Page Quality Manager Role Center - Action Purchase Quotes - Property Caption	New translation.		
Page 3451987683 - Action 849761688 - Property 1295455071	Create purchase return orders to mirror sales return documents that vendors send to you for incorrect or damaged items that you have paid for and then returned to the vendor. Purchase return orders enable you to ship back items from multiple purchase documents with one purchase return and support warehouse documents for the item handling. Purchase return orders can be created automatically from PDF or image files from your vendors by using the Incoming Documents feature. Note: If you have not yet paid for an erroneous purchase, you can simply cancel the posted purchase invoice to automatically revert the financial transaction.					Page Quality Manager Role Center - Action Purchase Return Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 849761688 - Property 2879900210	Purchase Return Orders					Page Quality Manager Role Center - Action Purchase Return Orders - Property Caption	New translation.		
Page 3451987683 - Action 101427331 - Property 1295455071	Post any purchase-related transaction directly to a vendor, bank, or general ledger account instead of using dedicated documents. You can post all types of financial purchase transactions, including payments, refunds, and finance charge amounts. Note that you cannot post item quantities with a purchase journal.					Page Quality Manager Role Center - Action PurchaseJournals - Property ToolTip	New translation.		
Page 3451987683 - Action 101427331 - Property 2879900210	Purchase Journals					Page Quality Manager Role Center - Action PurchaseJournals - Property Caption	New translation.		
Page 3451987683 - Action 713531721 - Property 1295455071	View or edit detailed information for the vendors that you trade with. From each vendor card, you can open related information, such as purchase statistics and ongoing orders, and you can define special prices and line discounts that the vendor grants you if certain conditions are met.					Page Quality Manager Role Center - Action Vendors - Property ToolTip	New translation.		
Page 3451987683 - Action 713531721 - Property 2879900210	Vendors					Page Quality Manager Role Center - Action Vendors - Property Caption	New translation.		
Page 3451987683 - Action 1595006073 - Property 1295455071	Make quotes, orders, and credit memos to customers. Manage customers and view transaction history.					Page Quality Manager Role Center - Action Action76 - Property ToolTip	New translation.		
Page 3451987683 - Action 1595006073 - Property 2879900210	Sales					Page Quality Manager Role Center - Action Action76 - Property Caption	New translation.		
Page 3451987683 - Action 2509234963 - Property 1295455071	View or edit detailed information for the customers that you trade with. From each customer card, you can open related information, such as sales statistics and ongoing orders, and you can define special prices and line discounts that you grant if certain conditions are met.					Page Quality Manager Role Center - Action Action61 - Property ToolTip	New translation.		
Page 3451987683 - Action 2509234963 - Property 2879900210	Customers					Page Quality Manager Role Center - Action Action61 - Property Caption	New translation.		
Page 3451987683 - Action 3953537220 - Property 1295455071	Move inventory items between company locations. With transfer orders, you ship the outbound transfer from one location and receive the inbound transfer at the other location. This allows you to manage the involved warehouse activities and provides more certainty that inventory quantities are updated correctly.					Page Quality Manager Role Center - Action Action68 - Property ToolTip	New translation.		
Page 3451987683 - Action 3953537220 - Property 2879900210	Transfer Orders					Page Quality Manager Role Center - Action Action68 - Property Caption	New translation.		
Page 3451987683 - Action 3925560610 - Property 1295455071	Use blanket sales orders as a framework for a long-term agreement between you and your customers to sell large quantities that are to be delivered in several smaller shipments over a certain period of time. Blanket orders often cover only one item with predetermined delivery dates. The main reason for using a blanket order rather than a sales order is that quantities entered on a blanket order do not affect item availability and thus can be used as a worksheet for monitoring, forecasting, and planning purposes..					Page Quality Manager Role Center - Action Blanket Sales Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 3925560610 - Property 2879900210	Blanket Sales Orders					Page Quality Manager Role Center - Action Blanket Sales Orders - Property Caption	New translation.		
Page 3451987683 - Action 618528661 - Property 1295455071	Send finance charge memos to customers with delayed payments, typically following a reminder process. Finance charges are calculated automatically and added to the overdue amounts on the customer's account according to the specified finance charge terms and penalty/interest amounts.					Page Quality Manager Role Center - Action Finance Charge Memos - Property ToolTip	New translation.		
Page 3451987683 - Action 618528661 - Property 2879900210	Finance Charge Memos					Page Quality Manager Role Center - Action Finance Charge Memos - Property Caption	New translation.		
Page 3451987683 - Action 2557560783 - Property 1295455071	Open the list of posted sales credit memos.					Page Quality Manager Role Center - Action Posted Sales Credit Memos - Property ToolTip	New translation.		
Page 3451987683 - Action 2557560783 - Property 2879900210	Posted Sales Credit Memos					Page Quality Manager Role Center - Action Posted Sales Credit Memos - Property Caption	New translation.		
Page 3451987683 - Action 3434938165 - Property 1295455071	Open the list of posted sales invoices.					Page Quality Manager Role Center - Action Posted Sales Invoices - Property ToolTip	New translation.		
Page 3451987683 - Action 3434938165 - Property 2879900210	Posted Sales Invoices					Page Quality Manager Role Center - Action Posted Sales Invoices - Property Caption	New translation.		
Page 3451987683 - Action 2974556624 - Property 1295455071	Open the list of posted sales return receipts.					Page Quality Manager Role Center - Action Posted Sales Return Receipts - Property ToolTip	New translation.		
Page 3451987683 - Action 2974556624 - Property 2879900210	Posted Sales Return Receipts					Page Quality Manager Role Center - Action Posted Sales Return Receipts - Property Caption	New translation.		
Page 3451987683 - Action 1840709038 - Property 1295455071	Open the list of posted sales shipments.					Page Quality Manager Role Center - Action Posted Sales Shipments - Property ToolTip	New translation.		
Page 3451987683 - Action 1840709038 - Property 2879900210	Posted Sales Shipments					Page Quality Manager Role Center - Action Posted Sales Shipments - Property Caption	New translation.		
Page 3451987683 - Action 1386416279 - Property 1295455071	Remind customers about overdue amounts based on reminder terms and the related reminder levels. Each reminder level includes rules about when the reminder will be issued in relation to the invoice due date or the date of the previous reminder and whether interests are added. Reminders are integrated with finance charge memos, which are documents informing customers of interests or other money penalties for payment delays.					Page Quality Manager Role Center - Action Reminders - Property ToolTip	New translation.		
Page 3451987683 - Action 1386416279 - Property 2879900210	Reminders					Page Quality Manager Role Center - Action Reminders - Property Caption	New translation.		
Page 3451987683 - Action 1948356160 - Property 1295455071	Revert the financial transactions involved when your customers want to cancel a purchase or return incorrect or damaged items that you sent to them and received payment for. To include the correct information, you can create the sales credit memo from the related posted sales invoice or you can create a new sales credit memo with copied invoice information. If you need more control of the sales return process, such as warehouse documents for the physical handling, use sales return orders, in which sales credit memos are integrated. Note: If an erroneous sale has not been paid yet, you can simply cancel the posted sales invoice to automatically revert the financial transaction.					Page Quality Manager Role Center - Action Sales Credit Memos - Property ToolTip	New translation.		
Page 3451987683 - Action 1948356160 - Property 2879900210	Sales Credit Memos					Page Quality Manager Role Center - Action Sales Credit Memos - Property Caption	New translation.		
Page 3451987683 - Action 1693997414 - Property 1295455071	Register your sales to customers and invite them to pay according to the delivery and payment terms by sending them a sales invoice document. Posting a sales invoice registers shipment and records an open receivable entry on the customer's account, which will be closed when payment is received. To manage the shipment process, use sales orders, in which sales invoicing is integrated.					Page Quality Manager Role Center - Action Sales Invoices - Property ToolTip	New translation.		
Page 3451987683 - Action 1693997414 - Property 2879900210	Sales Invoices					Page Quality Manager Role Center - Action Sales Invoices - Property Caption	New translation.		
Page 3451987683 - Action 2557119366 - Property 1295455071	Post any sales-related transaction directly to a customer, bank, or general ledger account instead of using dedicated documents. You can post all types of financial sales transactions, including payments, refunds, and finance charge amounts. Note that you cannot post item quantities with a sales journal.					Page Quality Manager Role Center - Action Sales Journals - Property ToolTip	New translation.		
Page 3451987683 - Action 2557119366 - Property 2879900210	Sales Journals					Page Quality Manager Role Center - Action Sales Journals - Property Caption	New translation.		
Page 3451987683 - Action 69955983 - Property 1295455071	Record your agreements with customers to sell certain products on certain delivery and payment terms. Sales orders, unlike sales invoices, allow you to ship partially, deliver directly from your vendor to your customer, initiate warehouse handling, and print various customer-facing documents. Sales invoicing is integrated in the sales order process.					Page Quality Manager Role Center - Action Sales Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 69955983 - Property 2879900210	Sales Orders					Page Quality Manager Role Center - Action Sales Orders - Property Caption	New translation.		
Page 3451987683 - Action 1096444838 - Property 1295455071	View sales orders in Dynamics 365 Sales that are coupled with sales orders in Business Central.					Page Quality Manager Role Center - Action Sales Orders - Microsoft Dynamics 365 Sales - Property ToolTip	New translation.		
Page 3451987683 - Action 1096444838 - Property 2879900210	Sales Orders - Microsoft Dynamics 365 Sales					Page Quality Manager Role Center - Action Sales Orders - Microsoft Dynamics 365 Sales - Property Caption	New translation.		
Page 3451987683 - Action 734185571 - Property 1295455071	Make offers to customers to sell certain products on certain delivery and payment terms. While you negotiate with a customer, you can change and resend the sales quote as much as needed. When the customer accepts the offer, you convert the sales quote to a sales invoice or a sales order in which you process the sale.					Page Quality Manager Role Center - Action Sales Quotes - Property ToolTip	New translation.		
Page 3451987683 - Action 734185571 - Property 2879900210	Sales Quotes					Page Quality Manager Role Center - Action Sales Quotes - Property Caption	New translation.		
Page 3451987683 - Action 3507632001 - Property 1295455071	Compensate your customers for incorrect or damaged items that you sent to them and received payment for. Sales return orders enable you to receive items from multiple sales documents with one sales return, automatically create related sales credit memos or other return-related documents, such as a replacement sales order, and support warehouse documents for the item handling. Note: If an erroneous sale has not been paid yet, you can simply cancel the posted sales invoice to automatically revert the financial transaction.					Page Quality Manager Role Center - Action Sales Return Orders - Property ToolTip	New translation.		
Page 3451987683 - Action 3507632001 - Property 2879900210	Sales Return Orders					Page Quality Manager Role Center - Action Sales Return Orders - Property Caption	New translation.		
Page 3451987683 - Action 1483341903 - Property 1295455071	Overview and change quality settings					Page Quality Manager Role Center - Action Quality - Property ToolTip	New translation.		
Page 3451987683 - Action 1483341903 - Property 2879900210	Quality					Page Quality Manager Role Center - Action Quality - Property Caption	New translation.		
Page 3451987683 - Action 4111254078 - Property 1295455071						Page Quality Manager Role Center - Action Archive Docs. Quality - Property ToolTip	Source contains only white-space, consider using 'Locked = true' to avoid translation of unnecessary texts. This note can be toggled with the setting 'NAB.PreferLockedTranslations'.		
Page 3451987683 - Action 4111254078 - Property 2879900210	Archive Docs. Quality					Page Quality Manager Role Center - Action Archive Docs. Quality - Property Caption	New translation.		
Page 3451987683 - Action 335716783 - Property 1295455071	Set up core quality measures groups					Page Quality Manager Role Center - Action Quality Composition - Property ToolTip	New translation.		
Page 3451987683 - Action 335716783 - Property 2879900210	Quality Composition					Page Quality Manager Role Center - Action Quality Composition - Property Caption	New translation.		
Page 3451987683 - Action 1605766738 - Property 1295455071	Set up core quality measures					Page Quality Manager Role Center - Action Quality Measures - Property ToolTip	New translation.		
Page 3451987683 - Action 1605766738 - Property 2879900210	Quality Measures					Page Quality Manager Role Center - Action Quality Measures - Property Caption	New translation.		
Page 3451987683 - Action 3627296235 - Property 1295455071	Set up core quality measures groups					Page Quality Manager Role Center - Action Quality Measures Group - Property ToolTip	New translation.		
Page 3451987683 - Action 3627296235 - Property 2879900210	Quality Measures Group					Page Quality Manager Role Center - Action Quality Measures Group - Property Caption	New translation.		
Page 3451987683 - Action 3502056030 - Property 1295455071	Set up core quality information					Page Quality Manager Role Center - Action Quality Setup - Property ToolTip	New translation.		
Page 3451987683 - Action 3502056030 - Property 2879900210	Quality Setup					Page Quality Manager Role Center - Action Quality Setup - Property Caption	New translation.		
Page 3627296235 - Property 2879900210	Quality Measures Group					Page Quality Measures Group - Property Caption	New translation.		
Page 3627296235 - Control 739346273 - Property 2879900210	General					Page Quality Measures Group - Control Group - Property Caption	New translation.		
Page 3627296235 - Action 22839411 - Property 2879900210	Actions50180					Page Quality Measures Group - Action Actions50180 - Property Caption	New translation.		
Page 3502056030 - Property 2879900210	Configuración calidad					Page Quality Setup - Property Caption	New translation.		
Page 3502056030 - Control 2445482498 - Property 2879900210	General					Page Quality Setup - Control General - Property Caption	New translation.		
Page 3502056030 - Control 2102368575 - Property 1295455071	Specifies the User Quality Manager					Page Quality Setup - Control Archive Doc. Quality Nos. - Property ToolTip	New translation.		
Page 3502056030 - Control 827325613 - Property 1295455071	Specifies the User Quality Manager					Page Quality Setup - Control Logo Certification - Property ToolTip	New translation.		
Page 3502056030 - Control 298034456 - Property 1295455071	Specifies the User Quality Manager					Page Quality Setup - Control User Id. Quality Manager - Property ToolTip	New translation.		
Page 3502056030 - Action 64231666 - Property 2879900210	Quality measures					Page Quality Setup - Action QualityMeasures - Property Caption	New translation.		
Page 3502056030 - Action 2201853987 - Property 2879900210	Quality measures group					Page Quality Setup - Action QualityMeasuresGroup - Property Caption	New translation.		
Page 3502056030 - Action 1387007012 - Property 2879900210	Inicialize Quality Module					Page Quality Setup - Action InicializeQualityModule - Property Caption	New translation.		
Report 1329048451 - Property 2879900210	Certificate of Quality					Report Certificate of Quality - Property Caption	New translation.		
Report 1329048451 - NamedType 3680187810	Approved					Report Certificate of Quality - NamedType Approved_Lbl	New translation.		
Report 1329048451 - NamedType 925249410	AVERAGE					Report Certificate of Quality - NamedType Average_Lbl	New translation.		
Report 1329048451 - NamedType 3373390410	Cast No.					Report Certificate of Quality - NamedType Cast_No_Lbl	New translation.		
Report 1329048451 - NamedType 615051469	Cast Nr.					Report Certificate of Quality - NamedType Cast_Nr_Lbl	New translation.		
Report 1329048451 - NamedType 3912768085	Certificate_Nr					Report Certificate of Quality - NamedType Certificate_Nr_Lbl	New translation.		
Report 1329048451 - NamedType 643314386	CHEMICAL COMPOSITION					Report Certificate of Quality - NamedType Chemical_Composition_Lbl	New translation.		
Report 1329048451 - NamedType 201185627	Customer					Report Certificate of Quality - NamedType Customer_Lbl	New translation.		
Report 1329048451 - NamedType 1746738262	Delivery Nr.					Report Certificate of Quality - NamedType Delivery_Nr_Lbl	New translation.		
Report 1329048451 - NamedType 2677248932	Elements					Report Certificate of Quality - NamedType Elements_Lbl	New translation.		
Report 1329048451 - NamedType 2400513865	HARDENABILITY					Report Certificate of Quality - NamedType Harddenability_Lbl	New translation.		
Report 1329048451 - NamedType 4093060903	HEAT					Report Certificate of Quality - NamedType Heat_Lbl	New translation.		
Report 1329048451 - NamedType 686710758	MACROINCLUSIONS					Report Certificate of Quality - NamedType Macroinclusions_Lbl	New translation.		
Report 1329048451 - NamedType 1644894635	MAX					Report Certificate of Quality - NamedType Max_Lbl	New translation.		
Report 1329048451 - NamedType 1057275947	MECHANICAL COMPOSITION					Report Certificate of Quality - NamedType Mechanical_Composition_Lbl	New translation.		
Report 1329048451 - NamedType 3495504542	MICROINCLUSIONS					Report Certificate of Quality - NamedType Microinclusions_Lbl	New translation.		
Report 1329048451 - NamedType 2614882805	MICROSCOPIC EXAMINATION					Report Certificate of Quality - NamedType Microscopic_Examitacion_Lbl	New translation.		
Report 1329048451 - NamedType 1527080129	MIN					Report Certificate of Quality - NamedType Min_Lbl	New translation.		
Report 1329048451 - NamedType 4257513883	Multiple Document Types are not allowed.					Report Certificate of Quality - NamedType MultipleDocumentsErr	New translation.		
Report 1329048451 - NamedType 3060124136	NORM : DIN 17100					Report Certificate of Quality - NamedType Normative_Lbl	New translation.		
Report 1329048451 - NamedType 752717614	QUALITY CERTIFICATE					Report Certificate of Quality - NamedType Quality_Certificate_Lbl	New translation.		
Report 1329048451 - NamedType 1433015174	Quality Control Departament					Report Certificate of Quality - NamedType Quality_Control_Departament_Lbl	New translation.		
Report 1329048451 - NamedType 3910644533	Reference					Report Certificate of Quality - NamedType Referencia_Lbl	New translation.		
Report 1329048451 - NamedType 3626106736	*REMARKS					Report Certificate of Quality - NamedType Remarks_Lbl	New translation.		
Report 1329048451 - NamedType 4104633248	RESULT					Report Certificate of Quality - NamedType Result_Lbl	New translation.		
Report 1329048451 - NamedType 2080816380	Size (mm.)					Report Certificate of Quality - NamedType Size_Lbl	New translation.		
Report 1329048451 - NamedType 2586346154	Steel					Report Certificate of Quality - NamedType Steel_Lbl	New translation.		
Report 1329048451 - NamedType 2702156556	Surfase					Report Certificate of Quality - NamedType Surface_Lbl	New translation.		
Report 1329048451 - NamedType 3131072771	Works No.					Report Certificate of Quality - NamedType Works_No_Lbl	New translation.		
Report 1329048451 - Control 1253938103 - Property 1295455071	Specifies if you want to information from the lines on the shipment document on the certificate of supply.					Report Certificate of Quality - Control PrintLineDetails - Property ToolTip	New translation.		
Report 1329048451 - Control 1253938103 - Property 2879900210	Print Line Details					Report Certificate of Quality - Control PrintLineDetails - Property Caption	New translation.		
Report 807831556 - Property 2879900210	Load Quality Measures					Report Load Quality Measures - Property Caption	New translation.		
Report 807831556 - NamedType 2476940767	Enter the posting date.					Report Load Quality Measures - NamedType Text000	New translation.		
Report 807831556 - NamedType 3114637384	Enter the document no.					Report Load Quality Measures - NamedType Text001	New translation.		
Report 807831556 - NamedType 3752334001	Processing Composition Quality Header :    #1##########					Report Load Quality Measures - NamedType Text002	New translation.		
Report 807831556 - Control 2346885236 - Property 2879900210	Options					Report Load Quality Measures - Control Options - Property Caption	New translation.		
Report 807831556 - Control 3037438984 - Property 1295455071	Specifies the date for the posting of this batch job. By default, the working date is entered, but you can change it.					Report Load Quality Measures - Control PostingDate - Property ToolTip	New translation.		
Report 807831556 - Control 3037438984 - Property 2879900210	Posting Date					Report Load Quality Measures - Control PostingDate - Property Caption	New translation.		
Report 807831556 - Control 3319880214 - Property 1295455071	Specifies the  group of the quality measures that is processed by the report or batch job.					Report Load Quality Measures - Control QualityMeasureGroup - Property ToolTip	New translation.		
Report 807831556 - Control 3319880214 - Property 2879900210	Quality Measure Group					Report Load Quality Measures - Control QualityMeasureGroup - Property Caption	New translation.		
PageExtension 1328109492 - Property 2879900210	Create Incident					PageExtension NewFieldCreateInteraction - Property Caption	New translation.		
PageExtension 1328109492 - Control 2070365044 - Property 2879900210	Departament Code					PageExtension NewFieldCreateInteraction - Control Departament Code - Property Caption	New translation.		
PageExtension 1328109492 - Control 3081911211 - Property 2879900210	Responsible Code					PageExtension NewFieldCreateInteraction - Control Responsible Code - Property Caption	New translation.		
